Operator Name,Operator ID,Operator Type,State,Total Main Miles,Main Mileage Average Age,Main Miles over 50 Years Old,Main Miles Built in Unknown Decade,Pre-1940,1940-49,1950-59,1960-69,1970-79,1980-89,1990-99,2000-09,2010-19,2020-29
ORANGE CITY MUNCIPAL UTILITIES,31935,Municipal Owned,IA,38.848,42.0,19,0.0,0.0,0.0,13.0,6.0,2.0,1.0,8.0,5.0,3.64,0.208
"AMERICAN ENERGIES GAS SERVICE,  LLC",31911,Privately Owned,KS,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORTHWEST NATURAL GAS OF MURRAY COUNTY LLC,31907,Privately Owned,MN,74.64,24.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.1,5.0,2.22,0.32
NORTHWEST NATURAL GAS LLC,31906,Privately Owned,MN,88.89,24.0,1,0.0,0.0,0.0,0.0,1.81,0.0,0.0,73.7,6.93,6.25,0.2
TOWN OF FRANKLINTON,31860,Municipal Owned,LA,34.65,8.0,0,32.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,1.17,0.0
VILLAGE OF MORTON,31859,Municipal Owned,IL,120.0,33.0,31,0.0,0.0,0.0,8.0,21.0,16.0,11.0,22.0,31.0,10.0,1.0
UNISOURCE ENERGY SERVICES,31840,Investor Owned,AZ,3113.0,34.0,842,0.0,0.0,2.0,275.0,516.0,317.0,273.0,813.0,821.0,78.0,18.0
SENTRA CORPORATION,31831,Privately Owned,KY,38.5,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,18.0,0.5
CANAAN VALLEY GAS CO,31808,Privately Owned,WV,61.0,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,25.0,7.0,0.0
THOMPSON GAS INC,31807,Privately Owned,WV,18.649,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.12,3.051,1.478
THOMPSON GAS INC,31807,Privately Owned,MD,40.392,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,25.08,12.684,0.528
COLORADO CITY GAS DEPARTMENT,31795,Municipal Owned,AZ,15.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,1.0
MISSISSIPPI RIVER GAS LLC,31794,Privately Owned,MS,177.71,50.0,138,0.0,0.0,0.0,0.0,136.0,15.0,11.0,6.8,5.2,3.71,0.0
LIBERTY UTILITIES (NEW ENGLAND NATURAL GAS COMPANY) CORP,31770,Investor Owned,MA,628.607,36.0,152,46.715,53.42,5.353,32.281,100.436,58.578,54.923,67.611,64.561,122.83,21.898
"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",31711,Privately Owned,TX,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",31711,Privately Owned,OK,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",31711,Privately Owned,MO,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",31711,Privately Owned,KS,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEDFORD COUNTY UTILITY DISTRICT,31694,Privately Owned,TN,65.6,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,6.6,0.0
UNIVERSITY OF NEW HAMPSHIRE,31665,Privately Owned,NH,3.29,21.0,0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.45,0.32,0.07
CITY OF WHITE PLAINS,31653,Municipal Owned,KY,15.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
PANHANDLE NATURAL GAS,31637,Privately Owned,OK,11.7,17.0,0,8.87,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,1.36,0.0
NORTHERN STATES POWER CO OF MINNESOTA,31636,Investor Owned,ND,1100.6,9.0,0,695.3,0.0,0.0,0.0,0.6,0.0,0.5,0.5,135.2,250.8,17.5
NORTHERN STATES POWER CO OF MINNESOTA,31636,Investor Owned,MN,9528.8,21.0,178,2828.0,1.0,1.6,33.9,104.7,244.0,560.7,2395.5,2001.4,1242.6,115.4
NORTHWESTERN CORPORATION,31632,Investor Owned,SD,1690.139,31.0,337,0.0,0.0,0.0,0.0,313.409,162.661,252.707,520.645,249.98,166.301,24.436
NORTHWESTERN CORPORATION,31632,Investor Owned,NE,810.064,39.0,222,0.0,0.0,0.0,92.589,95.346,227.573,137.825,147.347,41.281,54.338,13.765
NORTHWESTERN CORPORATION,31632,Investor Owned,MT,13.78,24.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.54,0.54,0.0
NORTHWESTERN CORPORATION,31632,Investor Owned,MT,4878.0,32.0,1197,0.0,22.0,83.0,275.0,694.0,416.0,530.0,1521.0,757.0,522.0,58.0
GREENLIGHT GAS INC,31622,Cooperative,TX,222.68,59.0,18,25.942,85.53,0.0,13.203,1.68,22.548,16.374,9.554,36.416,11.423,0.0
"LDC, LLC.",31608,Investor Owned,TX,82.47,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,31.47,10.0
CITY OF SUSANVILLE,31599,Municipal Owned,CA,60.0,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1.0,0.0
CITY OF HOOKER,31597,Municipal Owned,OK,13.43,30.0,1,5.89,0.78,0.0,0.76,0.83,0.71,0.0,0.0,0.34,3.83,0.29
"COSERV GAS, LTD",31588,Privately Owned,TX,2219.878,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,1131.0,888.264,89.0
"HANSON ENGINEERING, L.C.",31539,Investor Owned,KS,492.6,15.0,6,0.0,0.0,0.0,0.0,0.0,43.0,0.0,140.0,43.0,253.8,12.8
"ONEOK WESTEX TRANSMISSION, LLC",31531,Investor Owned,TX,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CITY OF RIENZI MUNICIPAL GAS,31525,Municipal Owned,MS,21.0,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,0.0
CONSUMERS GAS COOPERATIVE,31521,Cooperative,OH,456.0,5.0,0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,298.0,35.0
ALPINE NATURAL GAS,31515,Privately Owned,CA,42.37,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.65,8.72,0.0
CLAIBORNE UTILITIES DISTRICT,31498,Municipal Owned,TN,127.0,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,34.0,7.0,4.0
WENDOVER GAS CO,31497,Privately Owned,NV,13.55,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.62,2.84,1.09,0.0
MAINE NATURAL GAS,31487,Investor Owned,ME,225.1,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,101.1,112.4,6.8
CITY OF SCRIBNER UTILITIES,31483,Municipal Owned,NE,7.84,11.0,0,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.0
BANGOR NATURAL GAS CO.,31481,Investor Owned,ME,330.75,24.0,88,0.0,0.0,0.0,88.29,0.0,0.0,0.0,0.0,103.75,127.42,11.29
NORTHEAST MS NATURAL GAS DISTRICT,31473,Cooperative,MS,267.0,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,11.0,81.0,71.0,5.0
VECTREN ENERGY DELIVERY OF OHIO,31470,Investor Owned,OH,5562.561,36.0,1870,704.32,40.828,52.566,509.612,1208.242,318.819,519.333,776.128,550.311,783.637,98.765
CITY OF HENNING,31433,Municipal Owned,MN,21.8,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,0.1,0.2,0.0
ALLIANT GAS,31432,Privately Owned,AZ,256.172,29.0,14,0.0,0.0,0.0,0.0,11.0,24.125,81.375,71.625,57.875,9.5,1.5
CITY OF WALL LAKE,31416,Municipal Owned,IA,11.0,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0
COMMUNITY ENERGY RESOURCE COOPERATIVE,31413,Cooperative,OH,29.281,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.747,14.141,8.394,0.0
GUTHRIE NATURAL GAS,31412,Municipal Owned,KY,18.3,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,4.3,0.0
FRONTIER NATURAL GAS COMPANY,31406,Cooperative,NC,445.36,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.9,179.2,213.86,17.4
CITY OF WAHOO,31363,Municipal Owned,NE,34.441,33.0,9,0.0,1.262,0.568,4.629,2.6,5.14,2.6,1.6,8.77,7.06,0.213
MILLENNIUM ENERGY INC,31360,Privately Owned,KY,10.87,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.52,1.35
"BLUEBONNET NATURAL GAS, LLC",31354,Privately Owned,TX,181.12,42.0,67,0.0,0.0,0.0,0.0,54.5,89.14,2.7,5.57,17.16,12.05,0.0
"FAIRFAX, CITY OF",31349,Municipal Owned,MN,33.0,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2.0,0.0,0.0
ATMOS ENERGY CORPORATION - MID-TEX,31348,Investor Owned,TX,31689.34,30.0,3883,8620.18,341.28,315.87,1055.0,1720.43,3177.98,4173.29,4125.1,3262.58,4396.17,501.45
"SUPERIOR ENERGY CO, LLC",31342,Privately Owned,MI,151.32,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.7,25.56,43.9,6.16
COLORADO NATURAL GAS INC.,31316,Investor Owned,CO,1317.16,16.0,15,1.33,0.0,0.0,0.002,9.33,38.16,11.13,273.68,647.85,321.0,15.0
CLAY GAS UTILITY DISTRIST,31315,Municipal Owned,TN,55.0,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0
"SUBURBAN PROPANE, L.P.",31298,Investor Owned,WI,1.9,31.0,0,0.0,0.0,0.0,0.0,0.0,0.74,0.4,0.0,0.76,0.0,0.0
NORTHWEST GAS,31292,Privately Owned,MN,149.37,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.01,7.0,119.89,7.59
"ONEOK GAS TRANSPORTATION, LLC",31286,Investor Owned,OK,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEST COAST GAS CO INC,31267,Privately Owned,CA,40.0,45.0,24,0.0,0.0,0.0,5.0,19.0,6.0,0.0,0.0,10.0,0.0,0.0
NEW HAMPSHIRE GAS CORP,31265,Investor Owned,NH,29.32,32.0,1,0.0,6.033,0.121,0.0,1.683,0.275,0.416,1.831,7.572,10.554,0.835
NEW HAMPSHIRE GAS CORP,31265,Investor Owned,NH,1.831,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.362,0.469,0.0
CMF OF KANSAS LLC,31263,Privately Owned,KS,1.835,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.57,0.265,0.0
AVISTA CORP,31232,Investor Owned,WA,3507.559,35.0,1229,24.665,0.0,0.0,416.145,776.978,240.867,206.632,955.843,491.408,357.808,37.213
AVISTA CORP,31232,Investor Owned,OR,2383.088,31.0,595,41.055,30.142,3.476,24.312,540.151,159.744,185.262,574.339,537.963,267.562,19.082
AVISTA CORP,31232,Investor Owned,ID,2118.902,28.0,402,4.912,0.0,0.0,90.479,294.788,117.889,95.044,770.165,480.931,230.259,34.435
"TYLER, CITY OF",31222,Municipal Owned,MN,20.0,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
ENERGY WEST MONTANA,31191,Privately Owned,MT,644.91,36.0,226,0.0,20.25,36.44,76.69,64.05,86.43,73.44,71.44,70.77,139.64,5.76
"KANSAS GAS SERVICE COMPANY, A DIVISION OF ONE GAS, INC.",31159,Investor Owned,OK,671.31,43.0,179,0.0,87.8,13.54,59.47,80.15,86.39,84.78,73.01,115.9,66.77,3.5
"KANSAS GAS SERVICE COMPANY, A DIVISION OF ONE GAS, INC.",31159,Investor Owned,KS,11559.59,41.0,3544,0.0,920.77,279.93,1269.75,1494.74,1464.91,1578.7,1732.49,1785.09,961.51,71.7
"HILDALE, CITY OF",31158,Municipal Owned,UT,31.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0
WHEELER BASIN NATURAL GAS CO,31157,Investor Owned,AL,255.909,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,16.0,39.54,2.369
"SIENERGY, LP",31148,Investor Owned,TX,623.57,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,140.0,388.17,94.39
DCP MIDSTREAM,31130,Privately Owned,TX,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCP MIDSTREAM,31130,Privately Owned,OK,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCP MIDSTREAM,31130,Privately Owned,KS,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCP MIDSTREAM,31130,Privately Owned,CO,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BAGLEY NATURAL GAS, CITY OF",31099,Municipal Owned,MN,27.0,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,3.0,0.0
"CLEARBROOK MUNICIPAL GAS, CITY OF",31098,Municipal Owned,MN,9.25,24.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.25,0.0
ISLAND ENERGY,31097,Municipal Owned,CA,21.16,27.0,0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,0.0,5.3,2.16,0.0
"GARRETSON GAS UTILITY, CITY OF",31094,Municipal Owned,SD,25.7,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,1.2,0.5
CITY OF FOSSTON MUNICIPAL GAS,31093,Municipal Owned,MN,30.95,24.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2.38,1.58,0.0
"CROOKS MUNICIPAL GAS, CITY OF",31090,Municipal Owned,SD,37.539,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,6.0,3.539,0.0
CITIES OF CLARISSA AND EAGLE BEND,31071,Municipal Owned,MN,38.91,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.91,0.0
"MORGAN, CITY OF",31070,Municipal Owned,MN,24.0,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0
MILLER OIL COMPANY,31065,Privately Owned,MT,6.13,14.0,0,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.45,0.34,0.0
"LOWER VALLEY ENERGY, INC.",31044,Cooperative,WY,267.06,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,98.82,97.26,6.97
"PORT ARANSAS, CITY OF",31018,Municipal Owned,TX,67.261,13.0,0,25.71,0.0,0.0,0.0,0.0,0.0,0.0,7.721,15.466,17.756,0.608
"COHASSET, CITY OF",31014,Municipal Owned,MN,89.64,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,18.0,47.07,0.57
"RICHLAND, CITY OF",30996,Municipal Owned,MO,29.0,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0
T & L GAS CO,30993,Privately Owned,TX,34.1,31.0,0,0.0,0.0,0.0,0.0,0.0,0.7,25.0,3.7,1.0,3.4,0.3
"FOREXCO, INC.",30975,Privately Owned,TN,11.0,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
GREATER MINNESOTA GAS INC.,30967,Investor Owned,MN,931.101,12.0,0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,151.9,333.607,429.484,15.12
"HUMBOLDT MUNICIPAL GAS, CITY OF",30964,Municipal Owned,SD,12.5,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.5,0.0
"GOODHUE MUNICIPAL GAS, CITY OF",30961,Municipal Owned,MN,19.75,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,2.5,0.25
KNG ENERGY INC,30930,Investor Owned,OH,140.97,27.0,33,0.0,0.0,0.0,33.13,0.0,0.0,0.5,32.0,38.9,35.92,0.521
"SPLENDORA, CITY OF",30929,Municipal Owned,TX,24.7,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8
E&S GASLINE,30927,Privately Owned,NE,4.5,46.0,0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0
TRANSMONTAIGNE OPERATING COMPANY L.P.,30909,Privately Owned,CA,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BLUEGRASS GAS SALES, INC.",30894,Privately Owned,KY,49.0,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,3.0,0.0,0.0
"RANDALL, CITY OF",30893,Municipal Owned,MN,11.04,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.34,0.7,0.0,0.0
"RANTOUL, VILLAGE OF",30889,Municipal Owned,IL,17.21,42.0,7,0.0,0.0,0.0,6.52,1.4,0.0,0.93,5.78,2.43,0.15,0.0
KILMICHAEL NATURAL GAS,30878,Municipal Owned,MS,37.0,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0
"WAYNESVILLE, CITY OF",30866,Municipal Owned,MO,43.7,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.3,5.4,0.0
"ST. ROBERT, CITY OF",30865,Municipal Owned,MO,22.83,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.66,0.17,0.0
"TUMLINSON ENGINEERING, INC",30863,Privately Owned,TN,7.0,76.0,14,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"WALDEN, TOWN OF",30839,Municipal Owned,WY,32.03,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,5.12,5.88,0.03
"WALDEN, TOWN OF",30839,Municipal Owned,CO,43.92,49.0,18,0.0,0.0,0.0,13.0,2.0,23.0,1.0,4.0,0.25,0.67,0.0
SPIRE MISSOURI INC. WEST,30769,Investor Owned,MO,9043.04,40.0,2763,3.39,752.9,121.99,731.2,1634.69,1026.66,922.93,1310.87,1151.81,1254.7,131.9
MIDAMERICAN ENERGY COMPANY,30750,Investor Owned,SD,1547.608,28.0,231,0.25,45.33,6.184,80.101,122.237,111.814,156.685,337.338,397.845,279.707,10.117
MIDAMERICAN ENERGY COMPANY,30750,Investor Owned,NE,92.977,31.0,20,0.517,3.126,0.394,6.977,12.172,1.929,9.74,26.466,14.285,17.358,0.013
MIDAMERICAN ENERGY COMPANY,30750,Investor Owned,IL,1154.986,43.0,558,0.346,11.037,17.963,147.317,344.287,203.134,75.145,160.619,135.851,57.962,1.325
MIDAMERICAN ENERGY COMPANY,30750,Investor Owned,IA,10289.521,34.0,2865,22.345,188.162,93.051,947.669,1578.421,1024.896,1218.557,2101.456,1807.198,1248.614,59.152
HILCORP ENERGY COMPANY,30711,Privately Owned,NM,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HILCORP ENERGY COMPANY,30711,Privately Owned,CO,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POPLAR GROVE UTILITY DISTRICT,30669,Cooperative,TN,218.0,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,20.0,48.0,2.0
"ENMARK ENERGY, INC",30666,Privately Owned,WV,2.12,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0
FLORENCE UTILITY COMMISSION,30660,Municipal Owned,WI,86.0,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,12.0,10.0,2.0
CITY OF RED BOILING SPRINGS GAS UTILITY,30643,Municipal Owned,TN,40.0,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,10.0,0.0
"OKTEX PIPELINE COMPANY, LLC",30630,Investor Owned,TX,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ONEOK FIELD SERVICES COMPANY, L.L.C.",30629,Investor Owned,OK,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ONEOK FIELD SERVICES COMPANY, L.L.C.",30629,Investor Owned,KS,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BELLS, GAS & WATER DEPT., CITY OF",30618,Municipal Owned,TN,120.0,0.0,0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENERFIN RESOURCES I LIMITED PARTNERSHIP,30588,Privately Owned,OK,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CITY OF PIKEVILLE,30568,Municipal Owned,KY,69.0,91.0,0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
"ROUND LAKE, CITY OF",30566,Municipal Owned,MN,9.4,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.4,0.0
WEST LINCOLN NATURAL GAS DISTRICT,30565,Municipal Owned,MS,30.33,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.75,0.58,0.0
GROVE MUNICIPAL SERVICES AUTHORITY,30563,Municipal Owned,OK,164.865,36.0,76,0.0,0.0,0.0,0.0,76.135,0.027,2.194,34.104,40.11,12.295,0.0
WHEATON MUNICIPAL GAS,30561,Municipal Owned,MO,23.0,24.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,2.0,0.0
HAVENSVILLE GAS,30557,Municipal Owned,KS,4.0,36.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
MORLAND CITY OF,30556,Municipal Owned,KS,19.45,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.45,0.0,0.0,0.0
EAST CENTRAL ALABAMA GAS DISTRICT,30530,Municipal Owned,AL,244.3,41.0,122,0.0,0.0,0.0,117.0,5.0,0.0,8.0,25.0,64.8,22.35,2.15
FAIRLAND GAS CO,30527,Municipal Owned,OK,15.25,43.0,9,0.0,0.0,0.0,0.0,9.0,0.0,0.0,6.0,0.0,0.25,0.0
OILTON PUBLIC WORKS AUTHORITY,30526,Municipal Owned,OK,10.0,37.0,0,0.0,0.0,0.0,0.0,0.5,0.0,9.5,0.0,0.0,0.0,0.0
WHEELWRIGHT UTILITY COMMISSION,30524,Municipal Owned,KY,7.0,36.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
WINFIELD MUNICIPAL GAS,30515,Municipal Owned,IA,13.0,52.0,12,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0
NEPHI CITY,30510,Municipal Owned,UT,127.7,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,10.2,4.5,7.0
MONA TOWN,30509,Municipal Owned,UT,24.826,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.2,1.446,1.0
LEVAN TOWN,30508,Municipal Owned,UT,20.64,24.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.8,0.84,0.0
AFTON PUBLIC WORKS AUTHORITY (APWA),30507,Municipal Owned,OK,24.3,55.0,24,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.3,0.0,0.0
SIGEL GAS,30069,Investor Owned,PA,29.82,16.0,0,10.52,0.0,0.0,0.0,0.0,0.0,0.0,7.5,6.0,5.51,0.29
"BELLEVILLE, CITY OF, MUNICIPAL GAS DEPT",30058,Municipal Owned,KS,29.27,19.0,0,25.1,0.0,0.0,0.0,0.0,0.0,0.0,2.41,0.82,0.69,0.32
"BLANDING, CITY OF",30047,Municipal Owned,UT,72.6,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.6,6.0,5.8,1.2
"CUBA, CITY OF, GAS DEPARTMENT",30046,Municipal Owned,MO,72.0,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,18.0,3.0,1.0
EVERLY MUNICIPAL GAS,30039,Municipal Owned,IA,7.0,46.0,4,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0
"ST JOSEPH, CITY OF",30030,Municipal Owned,TN,18.5,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,0.0,0.0,0.0
WINONA GAS,30007,Municipal Owned,KS,22.0,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
EASTERN NATURAL GAS CO,26358,Privately Owned,OH,231.0,38.0,64,0.0,8.0,3.0,10.0,44.0,30.0,31.0,64.0,29.0,11.0,1.0
"ENABLE OKLAHOMA INTRASTATE TRANSMISSION, LLC",26330,Investor Owned,OK,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MAMOU, TOWN OF",26310,Municipal Owned,LA,86.0,23.0,0,82.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0
ST JOE NATURAL GAS CO INC,25136,Investor Owned,FL,181.0,33.0,37,0.0,0.0,0.0,0.0,34.0,23.0,29.0,68.0,11.0,15.0,1.0
MT PLEASANT GAS SYSTEM,25126,Municipal Owned,TN,60.62,30.0,0,17.03,0.0,0.0,0.0,0.0,0.0,26.0,14.0,2.0,1.59,0.0
EPCOR GAS TEXAS INC.,25110,Privately Owned,TX,251.157,14.0,4,2.076,0.0,0.0,0.0,3.943,1.093,0.0,31.002,126.329,80.988,5.726
"MARIETTA, CITY OF",25109,Municipal Owned,TX,67.3,55.0,66,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.62,0.0
WOODWORTH MUNICIPAL GAS DEPT,25049,Municipal Owned,LA,40.5,33.0,2,0.0,0.0,0.0,0.0,0.0,16.0,11.0,7.0,2.0,4.0,0.5
WASHINGTON PARISH UTILITY DIST #1,25048,Municipal Owned,LA,48.0,52.0,42,0.0,0.0,0.0,0.0,42.0,0.0,0.0,6.0,0.0,0.0,0.0
RAPIDES PARISH GAS UTILITY DIST #2,25046,Municipal Owned,LA,32.393,34.0,0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,0.5,0.675,0.218
"ZACHARY WATER & GAS DISTRIBUTION SYSTEM, CITY OF",25010,Municipal Owned,LA,140.0,30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,9.0,16.0,10.0,0.0
