,Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
238,2804,"CORONA GAS SYSTEM, VILLAGE OF",Municipal Owned,NM,0,0,0,0,0,0,0,0,0,0,0
239,2812,"CORPUS CHRISTI, CITY OF - GAS DIV",Municipal Owned,TX,76,153,128,126,139,106,62,94,73,107,135
240,2824,COTULLA MUNICIPAL GAS SYSTEM,Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
241,2853,"COVINGTON GAS DEPT, CITY OF",Municipal Owned,TN,0,0,0,0,0,0,0,10,6,0,7
242,2856,"COVINGTON GAS DEPT, TOWN OF",Municipal Owned,OK,0,0,0,1,0,0,0,0,0,0,0
243,2860,"COVINGTON MUNICIPAL GAS SYSTEM, CITY OF",Municipal Owned,GA,0,2,2,2,0,5,0,7,1,3,1
244,2872,CRESCENT CITY NATURAL GAS,Municipal Owned,FL,0,0,0,0,0,0,1,1,1,0,0
245,2880,CROCKETT PUBLIC UTIL DIST,Municipal Owned,TN,0,0,0,0,0,0,0,0,1,1,0
246,2888,"CROSSVILLE GAS SYSTEM, VILLAGE OF",Municipal Owned,IL,0,0,0,0,1,0,0,1,0,0,0
247,2904,CULLMAN - JEFFERSON CO GAS DIST,Municipal Owned,AL,0,0,0,66,62,73,65,66,78,83,93
248,2915,"CUSHING, CITY OF",Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
249,2928,"CUTHBERT GAS SYSTEM, CITY OF",Municipal Owned,GA,0,0,0,0,0,0,0,0,0,0,0
250,3010,D B H GAS CO,Investor Owned,TX,0,2,0,0,0,0,0,0,0,1,2
251,3050,DADEVILLE WATER SUPPPLY & GAS BOARD,Municipal Owned,AL,0,0,0,0,0,0,0,0,0,0,0
252,3060,DAHLGREN GAS SYSTEM,Municipal Owned,IL,0,0,0,0,0,1,1,0,0,2,0
253,3070,DAISETTA WATER & GAS DEPT,Municipal Owned,TX,0,2,0,0,0,0,0,0,0,0,0
254,3090,DALTON WATER LIGHT & SINKING FUND COMMISSION,Municipal Owned,GA,17,14,30,33,26,22,11,8,3,14,15
255,3110,"DANVILLE, CITY OF",Municipal Owned,VA,44,45,40,49,67,43,34,52,50,29,27
256,3130,"DAPHNE UTILITY DEPT, CITY OF",Municipal Owned,AL,36,44,18,20,14,7,4,11,0,0,16
257,3160,"DAWSON GAS DEPT, CITY OF",Municipal Owned,GA,7,0,0,0,0,0,0,0,2,0,0
258,3183,DECATUR UTILITIES - GAS DEPARTMENT,Municipal Owned,AL,45,30,42,43,47,42,52,46,67,59,58
259,3188,DECATUR COUNTY INDUSTRIAL AIRPARK,Municipal Owned,GA,0,0,0,0,0,0,0,0,0,0,0
260,3190,"DEFUNIAK SPRINGS NATURAL GAS SYSTEM, CITY OF",Municipal Owned,FL,0,3,16,11,16,8,8,13,19,11,11
261,3200,DEKALB - CHEROKEE COUNTIES GAS DISTRICT,Municipal Owned,AL,0,41,8,8,3,6,8,4,6,11,3
262,3210,"DEL RIO GAS SYSTEM, CITY OF",Municipal Owned,TX,20,8,8,6,5,11,7,5,4,3,2
263,3220,"DELCAMBRE GAS DEPT, TOWN OF",Municipal Owned,LA,0,0,0,0,0,0,0,0,0,4,0
264,3240,DELMARVA POWER & LIGHT COMPANY,Investor Owned,DE,413,399,388,382,487,344,372,379,376,385,380
265,3260,DELTA NATURAL GAS CO INC,Privately Owned,KY,258,230,214,191,218,237,229,213,181,119,131
266,3280,DEMING GAS SYSTEM,Municipal Owned,NM,7,0,0,0,0,0,0,0,0,0,0
267,3295,"DENHAM SPRINGS GAS DEPT, CITY OF",Municipal Owned,LA,0,0,0,0,0,0,0,0,0,16,18
268,3297,"DENISON GAS SYSTEMS, CITY OF",Municipal Owned,KS,1,0,0,0,0,0,0,0,0,0,0
269,3310,DENVER CITY GAS SYSTEM,Municipal Owned,TX,0,0,0,0,0,0,0,2,0,0,1
270,3325,DEQUINCY GAS DEPARTMENT,Municipal Owned,LA,0,0,0,0,0,0,0,0,0,0,0
271,3330,DES ARC MUNICIPAL GAS CO,Municipal Owned,AR,0,0,0,2,0,0,0,0,1,1,3
272,3339,DEVALLS BLUFF GAS SYSTEM,Municipal Owned,AR,0,0,0,0,0,0,0,0,0,0,0
273,3410,"DILLEY GAS SYSTEM, CITY OF",Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
274,3420,"DIVERNON GAS DEPT, VILLAGE OF",Municipal Owned,IL,1,0,0,0,0,0,0,0,1,1,1
275,3460,"DOERUN, CITY OF",Municipal Owned,GA,0,0,0,0,0,0,0,0,0,0,0
276,3470,"DONALDSONVILLE, CITY OF",Municipal Owned,LA,0,0,0,0,0,0,0,0,3,1,0
277,3480,"DONALSONVILLE GAS SYSTEM, CITY OF",Municipal Owned,GA,0,0,0,0,0,0,0,0,0,0,0
278,3490,"DORA GAS BOARD, TOWN OF",Municipal Owned,AL,0,0,0,0,0,0,0,0,0,0,0
279,3510,"DOUGLAS GAS DEPT, CITY OF",Municipal Owned,GA,0,3,3,1,0,1,0,0,1,2,3
280,3538,DRAKESBORO NATURAL GAS CO,Municipal Owned,KY,0,0,0,0,0,0,0,0,0,0,0
281,3550,DRUMRIGHT GAS AUTH,Municipal Owned,OK,0,0,0,9,0,0,0,0,0,0,0
282,3560,"DUBLIN, CITY OF",Municipal Owned,GA,12,21,12,10,15,10,16,10,9,6,9
283,3580,"DUCK HILL GAS SYSTEM, TOWN OF",Municipal Owned,MS,0,0,0,0,0,0,0,0,0,0,0
284,3590,CITY OF DULUTH PUBLIC WORKS & UTILITIES,Municipal Owned,MN,40,34,54,31,0,31,46,51,45,38,47
285,3600,"DUMAS, CITY OF",Municipal Owned,TX,0,19,0,0,0,0,0,0,0,0,0
286,3605,DUNCAN RURAL SERVICE CORP,Cooperative,AZ,0,0,0,0,0,0,0,0,0,0,0
287,3610,"DUNLAP GAS SYSTEM, CITY OF",Municipal Owned,TN,20,28,25,24,18,30,25,24,31,15,23
288,3630,"DUPO GAS SYSTEM, VILLAGE OF",Municipal Owned,IL,1,0,0,0,2,3,2,0,0,1,2
289,3660,DYERSBURG MUNICIPAL GAS DEPARTMENT,Municipal Owned,TN,0,0,0,1,0,2,9,7,15,10,19
290,4005,E M W GAS ASSOCIATION,Municipal Owned,NM,23,6,18,20,22,15,11,7,19,15,8
291,4040,EAST CENTRAL OKLAHOMA GAS AUTH,Municipal Owned,OK,3,3,4,0,0,0,0,0,0,0,0
292,4060,DOMINION ENERGY OHIO,Investor Owned,OH,5907,4047,4738,4149,4052,4186,4705,4688,4295,4156,3230
293,4120,EASTERN NEW MEXICO NATURAL GAS ASSOCIATION,Cooperative,NM,0,0,0,0,0,0,1,1,0,0,0
294,4190,EASTON UTILITIES COMMISSION,Municipal Owned,MD,0,2,0,4,0,3,1,4,1,6,2
295,4200,"EATONTON, CITY OF",Municipal Owned,GA,2,1,4,2,2,1,1,1,2,3,0
296,4240,EDINBURG GAS SYSTEM,Municipal Owned,IL,0,0,0,0,0,0,0,0,0,0,0
297,4250,"EDISON GAS SYSTEM, CITY OF",Municipal Owned,GA,0,0,0,0,0,0,0,0,0,0,0
298,4260,EDMONTON GAS CO,Municipal Owned,KY,0,0,0,0,0,1,0,0,2,0,0
299,4272,ELDORADO MUNICIPAL SYSTEM,Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
300,4310,ELBERTON NATURAL GAS SYSTEM,Municipal Owned,GA,4,8,7,4,5,1,2,0,4,0,0
301,4341,"ELIZABETH, TOWN OF",Municipal Owned,LA,0,0,0,0,0,0,1,0,1,0,0
302,4350,ELIZABETHTOWN GAS CO,Investor Owned,PA,0,0,0,0,0,0,0,0,0,0,0
303,4360,ELIZABETHTOWN NATURAL GAS,Municipal Owned,KY,0,0,0,0,0,0,0,0,0,0,0
304,4370,ELK RIVER PUBLIC UTIL DIST,Cooperative,TN,32,34,40,43,44,31,40,47,46,46,60
305,4376,ELKTON GAS,Investor Owned,MD,7,3,4,6,6,7,3,1,6,2,2
306,4400,"ELLENSBURG GAS DEPT, CITY OF",Municipal Owned,WA,3,0,3,2,7,4,3,3,2,5,5
307,4440,EMMETSBURG MUNICIPAL UTILITIES,Municipal Owned,IA,3,1,4,1,4,4,1,0,2,2,2
308,4470,"ENFIELD GAS DEPT, VILLAGE OF",Municipal Owned,IL,0,0,0,0,1,0,0,0,2,1,1
309,4473,ATMOS ENERGY CORPORATION - WEST TEXAS,Investor Owned,TX,538,512,475,446,452,528,1057,1208,1335,1226,966
310,4475,"PENSACOLA, ENERGY SERVICES OF",Municipal Owned,FL,298,301,271,279,597,571,538,688,555,474,448
311,4480,"ENGLEWOOD GAS DEPT, TOWN OF",Municipal Owned,TN,0,0,1,11,0,0,0,1,0,0,4
312,4483,ENSTAR NATURAL GAS CO,Privately Owned,AK,443,513,433,384,400,359,347,366,295,272,305
313,4499,CENTERPOINT ENERGY RESOURCES CORPORATION,Investor Owned,TX,7984,10097,8452,7304,8049,9708,9311,9919,10956,13752,14359
314,4500,"ENUMCLAW GAS DEPT, CITY OF",Municipal Owned,WA,2,3,8,2,2,5,5,5,5,8,5
315,4507,"EQUALITY, VILLAGE OF",Municipal Owned,IL,0,3,11,0,0,1,1,0,2,1,1
316,4540,ESKRIDGE GAS SYSTEM,Municipal Owned,KS,0,0,0,0,0,0,0,1,0,0,1
317,4567,ETOWAH UTILITIES,Municipal Owned,TN,3,0,0,0,0,0,0,0,0,3,3
318,4590,"EUNICE GAS DEPT, CITY OF",Municipal Owned,LA,0,0,0,0,0,0,2,0,0,5,2
319,4600,"EVANGELINE GAS CO, INC",Investor Owned,LA,0,0,0,0,0,16,11,3,0,19,28
320,5020,FAIRFAX PUBLIC WORKS AUTHORITY,Municipal Owned,OK,0,0,0,0,0,0,0,0,0,0,0
321,5030,FAIRFIELD MUNICIPAL GAS UTILITY,Municipal Owned,IL,5,2,0,4,3,3,1,2,4,15,7
322,5040,"FAIRHOPE GAS SYSTEM, CITY OF",Municipal Owned,AL,0,0,0,0,0,0,0,0,0,19,138
323,5055,FALFURRIAS UTILITY BOARD,Municipal Owned,TX,11,1,0,0,0,0,0,0,0,0,0
324,5057,FALLS CITY UTILITIES,Municipal Owned,NE,8,11,10,10,13,7,6,8,8,8,5
325,5090,"FAYETTE GAS BOARD, CITY OF",Municipal Owned,AL,0,0,0,0,0,0,0,9,28,43,4
326,5110,FAYETTEVILLE PUBLIC UTILITIES GAS DEPT.,Municipal Owned,TN,27,31,40,29,31,30,58,26,25,23,28
327,5160,FILLMORE GAS CO INC,Privately Owned,NY,0,0,0,0,0,0,0,0,0,0,0
328,5170,"FINDLAY GAS UTILITIES, VILLAGE OF",Municipal Owned,IL,0,0,0,0,0,0,0,0,0,0,0
329,5200,FITCHBURG GAS & ELECTRIC LIGHT CO,Investor Owned,MA,227,148,172,220,229,227,265,175,153,122,109
330,5210,FITZGERALD WATER LIGHT & BOND COMMISSION,Municipal Owned,GA,0,0,0,0,0,0,0,0,0,0,1
331,5220,FLAT ROCK GAS DEPT,Municipal Owned,IL,0,0,0,0,1,2,0,0,0,3,0
332,5230,FLEMINGSBURG UTILITIES SYSTEM,Municipal Owned,KY,0,0,0,0,0,0,0,0,0,0,0
333,5280,"FLORA MUNICIPAL GAS UTILITY, CITY OF",Municipal Owned,IL,1,0,0,2,0,2,5,0,3,0,4
334,5290,"FLORALA UTILITY BOARD, CITY OF",Municipal Owned,FL,0,0,0,0,0,0,0,0,0,0,0
335,5300,"FLORENCE GAS DEPT, CITY OF",Municipal Owned,AL,348,333,327,239,267,198,515,557,507,347,296
336,5330,FLORIDA PUBLIC UTILITIES CO,Investor Owned,FL,501,314,329,340,437,15,11,9,18,12,3
337,5340,"FOLEY UTILITY BOARD, CITY OF (RIVIERA UTIL)",Municipal Owned,AL,24,15,0,14,10,9,7,0,0,0,0
338,5350,FORAKER GAS CO,Privately Owned,OH,0,0,0,0,0,0,0,0,0,0,0
339,5360,FORD CITY UTILITIES GAS DEPT,Municipal Owned,KS,0,0,0,0,0,0,0,1,1,0,0
340,5370,FOREST HILL GAS SYSTEM,Municipal Owned,LA,0,0,0,2,1,0,0,0,0,0,0
341,5400,"FORT GAINES GAS SYSTEM, CITY OF",Municipal Owned,GA,0,0,0,1,0,0,0,0,0,0,0
342,5410,FORT HILL NATURAL GAS AUTH,Municipal Owned,SC,192,42,27,14,0,0,0,0,0,0,0
343,5440,"FORT MORGAN GAS DEPT, CITY OF",Municipal Owned,CO,0,0,0,0,0,0,0,0,0,0,0
344,5460,FORT PIERCE UTILITIES AUTH - GAS DEPT,Municipal Owned,FL,0,0,0,0,0,0,0,0,0,0,12
345,5470,"FORT STOCKTON MUNICIPAL SYSTEM, CITY OF",Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
346,5490,"FORT VALLEY GAS DEPARTMENT, CITY OF",Municipal Owned,GA,0,1,0,1,4,17,4,7,10,4,5
347,5510,FOUNTAIN INN NATURAL GAS SYSTEM,Municipal Owned,SC,4,3,4,3,0,0,0,0,2,0,0
348,5520,FOUNTAINTOWN GAS CO INC,Privately Owned,IN,8,0,0,0,0,0,0,0,4,5,6
349,5550,"FRANKLIN GAS DEPT, CITY OF",Municipal Owned,IL,0,0,0,0,0,0,0,2,2,0,0
350,5580,FRANNIE - DEAVER UTILITIES,Investor Owned,WY,0,0,0,0,0,0,0,0,0,0,0
351,5600,FREEDOM MUNICIPAL TRUST AUTHORITY,Municipal Owned,OK,0,0,1,1,0,0,0,0,0,0,0
352,5613,FREMONT DEPT OF UTIL - GAS DIV,Municipal Owned,NE,7,10,9,10,3,5,2,4,3,13,6
353,5640,FRIENDSHIP GAS DEPT,Municipal Owned,TN,0,0,0,1,0,2,0,0,0,4,0
354,5670,"FULTON, CITY OF",Municipal Owned,MO,9,11,16,11,15,6,11,11,21,12,10
355,5680,FULTON GAS SYSTEM,Municipal Owned,KY,0,0,0,0,0,0,0,0,0,0,0
356,5690,FULTON MUNICIPAL GAS SYSTEM,Municipal Owned,MS,0,0,0,0,0,0,0,0,0,0,0
357,5700,FULTONDALE GAS BOARD,Municipal Owned,AL,6,0,0,0,0,0,0,0,0,0,0
358,6030,GAINESVILLE REGIONAL UTIL GAS DEPT,Municipal Owned,FL,149,104,123,96,116,122,42,159,136,110,87
359,6035,"GALLAWAY GAS DEPT, CITY OF",Municipal Owned,TN,0,0,0,3,2,4,0,0,0,0,0
360,6040,GALLATIN NATURAL GAS SYSTEM,Municipal Owned,TN,5,10,3,1,0,7,12,7,2,6,8
361,6080,"GARDEN PLAIN GAS SYSTEM, CITY OF",Municipal Owned,KS,2,2,3,3,0,1,0,1,0,0,0
362,6100,"GARNETT MUNICIPAL SYSTEM, CITY OF",Municipal Owned,KS,4,18,6,10,6,0,0,4,4,0,0
363,6101,"GARRISON, CITY OF",Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
364,6110,"GARY, CITY OF",Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
365,6141,NEW MEXICO GAS COMPANY,Investor Owned,NM,866,609,792,676,650,610,719,686,658,710,595
366,6219,"EAST BATON ROUGE PARISH, GAS UTIL DIST # 1 OF",Municipal Owned,LA,0,41,14,11,6,23,12,14,6,10,16
367,6225,"EAST FELICIANA PARISH, GAS UTIL DIST # 1 OF",Municipal Owned,LA,0,0,0,0,0,0,0,0,0,0,0
368,6226,"EAST FELICIANA PARISH, GAS UTIL DIST # 2 OF",Municipal Owned,LA,0,0,0,1,2,3,5,5,8,7,7
369,6232,"POINTE COUPEE PARISH, GAS UTIL DIST # 1 OF",Municipal Owned,LA,0,0,0,0,0,0,0,0,0,5,15
370,6233,"LIVINGSTON PARISH - A, GAS UTIL DIST # 1 OF",Municipal Owned,LA,4,0,0,0,0,0,0,8,0,4,17
371,6235,"VERNON PARISH, GAS UTIL DIST # 1 OF",Municipal Owned,LA,0,0,0,0,0,0,0,0,0,1,0
372,6239,"POINTE COUPEE PARISH, GAS UTIL DIST # 2 OF",Municipal Owned,LA,0,0,0,0,0,0,0,0,0,5,2
373,6240,"WASHINGTON PARISH, GAS UTIL DIST # 2 OF",Municipal Owned,LA,0,0,0,0,0,0,0,0,0,6,6
374,6241,"WEST FELICIANA PARISH, GAS UTIL DIST # 1 OF",Municipal Owned,LA,0,6,5,3,7,3,3,2,1,4,2
375,6243,HAWAII GAS,Investor Owned,HI,275,265,268,228,261,228,274,218,185,162,180
376,6270,GEARY UTILITIES AUTH,Municipal Owned,OK,3,1,0,1,0,0,2,2,0,0,0
377,6280,"GEFF MUNICIPAL GAS UTILITY, VILLAGE OF",Municipal Owned,IL,0,0,0,0,0,0,0,0,0,0,0
378,6320,GENEVA COUNTY GAS DIST,Municipal Owned,AL,0,0,2,0,0,0,0,0,0,0,0
379,6330,"GEORGE WEST, CITY OF",Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,3
380,6370,GIBSON COUNTY UTIL DIST,Municipal Owned,TN,0,0,24,4,5,5,1,9,26,15,41
381,6390,GILMORE CITY MUNICIPAL GAS SYSTEM INC,Municipal Owned,IA,0,0,0,0,0,0,0,0,0,0,0
382,6410,GLOSTER MUNICIPAL GAS SYSTEM,Municipal Owned,MS,0,0,0,0,0,0,0,0,0,0,0
383,6430,"GOLDSMITH GAS DEPT, CITY OF",Municipal Owned,TX,0,0,0,0,0,0,0,0,0,1,0
384,6440,"GONZALES GAS CO, TOWN OF",Municipal Owned,LA,0,0,0,0,0,0,0,0,0,13,24
385,6460,"GORDO WATER GAS & SEWER BOARD, TOWN OF",Municipal Owned,AL,0,0,1,0,0,0,0,0,0,0,0
386,6470,GRAETTINGER MUNICIPAL GAS SYSTEM,Municipal Owned,IA,0,0,0,0,0,0,0,0,0,0,0
387,6484,GRAHAM COUNTY UTIL INC,Cooperative,AZ,17,3,8,12,14,20,14,7,9,4,12
388,6490,"GRANBY GAS, CITY OF",Municipal Owned,MO,1,0,0,0,0,0,0,0,0,0,0
389,6500,GRAND COUTEAU MUNICIPAL SYSTEM,Municipal Owned,LA,0,0,0,0,0,0,1,0,0,0,0
390,6510,"GRAND ISLE, TOWN OF",Municipal Owned,LA,0,0,0,0,0,0,0,0,7,0,4
391,6540,GRANDFALLS UTILITY SYSTEM,Municipal Owned,TX,0,0,0,0,0,0,0,0,2,0,1
392,6550,"GRAND TOWER MUNICIPAL GAS SYSTEM, VILLAGE OF",Municipal Owned,IL,0,0,0,0,0,0,1,0,0,0,1
393,6560,GRANDVIEW MUNICIPAL GAS,Municipal Owned,IN,0,0,0,0,0,0,0,0,1,0,0
394,6570,"GRANITE, TOWN OF",Municipal Owned,OK,0,0,0,0,2,5,0,0,0,0,0
395,6590,GRANT CITY GAS CO,Municipal Owned,MO,0,0,0,0,0,0,0,0,0,0,0
396,6600,"GRANTVILLE GAS SYSTEM, CITY OF",Municipal Owned,GA,0,0,0,0,0,0,0,0,0,0,1
397,6620,"GRAYSON UTILITIES COMMISSION, CITY OF",Municipal Owned,KY,0,0,0,0,0,0,0,0,0,0,0
398,6630,GRAYSVILLE MUNICIPAL GAS SYSTEM,Municipal Owned,AL,0,0,0,0,0,0,0,0,0,0,0
399,6640,"GRAYVILLE GAS DEPT, CITY OF",Municipal Owned,IL,0,0,0,0,0,0,2,7,1,0,0
400,6690,GREAT PLAINS NATURAL GAS CO,Investor Owned,ND,7,5,1,3,3,9,3,4,7,2,0
401,6716,GREATER DICKSON GAS AUTHORITY,Municipal Owned,TN,41,37,18,28,38,41,31,22,44,39,48
402,6720,ATMOS ENERGY CORPORATION - COLORADO/KANSAS,Investor Owned,KS,499,556,753,452,428,483,362,481,429,488,382
403,6740,GREEN CITY MUNICIPAL NATURAL GAS SYSTEM,Municipal Owned,MO,0,0,1,0,0,0,0,0,0,0,0
404,6760,"GREENSBORO MUNICIPAL GAS SYSTEM, CITY OF",Municipal Owned,GA,0,0,0,2,0,0,0,0,0,3,0
405,6770,"GREENSBURG GAS & WATER, TOWN OF",Municipal Owned,LA,0,0,0,0,0,0,0,0,0,0,0
406,6780,"GREENUP, VILLAGE OF",Municipal Owned,IL,0,5,3,0,10,0,1,0,0,0,0
407,6790,GREENVILLE UTILITIES COMMISSION,Municipal Owned,NC,111,80,52,51,43,60,70,74,72,68,66
408,6810,GREENWOOD COMMISSION OF PUBLIC WORKS,Municipal Owned,SC,0,208,147,131,173,344,151,71,125,118,83
409,6820,GREER COMMISSION OF PUBLIC WORKS,Municipal Owned,SC,0,67,61,52,67,68,98,88,93,100,84
410,6830,GREY FOREST UTILITIES,Municipal Owned,TX,0,0,45,48,42,45,61,59,40,43,35
411,6840,"GUEYDAN MUNICIPAL PLANT, TOWN OF",Municipal Owned,LA,0,0,0,0,0,0,0,0,0,0,0
412,6850,"GULF BREEZE, CITY OF",Municipal Owned,FL,0,0,0,0,0,0,0,0,22,27,16
413,6864,"GRUVER, CITY OF",Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
414,6920,"ENTERGY LOUISIANA, LLC",Investor Owned,LA,526,745,459,651,637,854,954,781,772,649,598
415,6950,GUTHRIE CENTER MUNICIPAL UTILITIES,Municipal Owned,IA,0,0,0,0,0,0,0,0,0,0,0
416,6960,GUYMON MUNICIPAL GAS CO,Municipal Owned,OK,0,0,0,0,0,0,0,0,0,0,0
417,7020,"HALLOCK GAS DEPT, VILLAGE OF",Municipal Owned,MN,0,0,0,0,0,0,0,0,0,0,0
418,7025,"HALLS GAS DEPT, TOWN OF",Municipal Owned,TN,0,0,0,0,0,0,0,0,12,5,9
419,7030,"HALSTEAD GAS DEPT, CITY OF",Municipal Owned,KS,0,0,0,0,2,3,1,4,2,3,3
420,7040,"HAMILTON GAS DEPT, CITY OF",Municipal Owned,OH,81,104,48,76,77,65,79,21,11,30,12
421,7060,HARDEMAN - FAYETTE UTILITY DISTRICT,Cooperative,TN,10,0,10,0,0,0,0,0,19,7,19
422,7065,"HARDESTY MUNICIPAL SYSTEM, TOWN OF",Municipal Owned,OK,0,0,0,0,0,0,0,0,0,0,0
423,7075,HARDIN NATURAL GAS SYSTEM,Municipal Owned,KY,0,0,0,0,0,0,0,0,0,0,0
424,7077,HARDTNER CITY GAS DEPT,Municipal Owned,KS,0,0,0,0,0,0,0,0,0,0,0
425,7080,HARLAN MUNICIPAL UTILITIES,Municipal Owned,IA,0,0,0,0,1,0,0,2,3,0,0
426,7090,HARRIMAN UTILITIES BOARD,Municipal Owned,TN,0,0,0,0,0,0,0,0,0,0,0
427,7095,HARRISBURG WATER & GAS DIV,Municipal Owned,AR,0,0,0,0,0,0,0,0,0,0,0
428,7100,"HARRISONBURG, VILLAGE OF",Municipal Owned,LA,0,0,2,2,0,0,0,0,2,0,0
429,7110,HARTSELLE UTILITIES BOARD,Municipal Owned,AL,0,0,0,0,0,0,0,0,0,0,0
430,7120,HARTWELL GAS DEPT,Municipal Owned,GA,0,3,1,1,2,9,14,2,5,11,2
431,7125,HARVEYVILLE GAS DEPT,Municipal Owned,KS,2,0,0,0,0,0,0,0,0,0,1
432,7130,HASKELL PUBLIC WORKS AUTH,Municipal Owned,OK,0,0,0,0,0,0,0,0,0,0,0
433,7135,HASTINGS UTILITIES,Municipal Owned,NE,2,2,5,4,4,0,6,6,5,9,4
434,7155,"HAVANA, TOWN OF",Municipal Owned,FL,0,0,0,8,0,1,0,0,0,0,0
435,7165,"HAWARDEN GAS DEPT, CITY OF",Municipal Owned,IA,0,0,1,0,0,0,0,0,0,0,0
436,7170,HAWKINS COUNTY UTILITY DIST,Municipal Owned,TN,2,3,4,3,1,0,0,32,41,59,35
437,7175,"HAWKINSVILLE, CITY OF",Municipal Owned,GA,0,0,0,0,1,1,0,0,0,0,1
438,7180,HAWLEY UTILITIES COMM,Municipal Owned,MN,0,1,0,0,1,0,0,0,2,0,0
439,7185,"HAZARD GAS CO, CITY OF",Municipal Owned,KY,0,0,0,0,0,0,0,0,0,0,0
440,7190,HAZEN NATURAL GAS CO,Municipal Owned,AR,0,0,0,0,0,0,0,0,0,0,0
441,7205,"HEMPHILL MUNICIPLE SYSTEM, CITY OF",Municipal Owned,TX,0,0,0,0,0,0,1,0,0,0,0
442,7210,"HEMPSTEAD, CITY OF",Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,1
443,7215,"HENDERSON GAS DEPT, CITY OF",Municipal Owned,TN,0,0,0,0,48,0,3,8,0,0,0
444,7220,HENDERSON MUNICIPAL GAS,Municipal Owned,KY,38,29,25,28,25,14,34,38,21,26,21
445,7225,HENNING GAS DEPT,Municipal Owned,TN,0,0,0,0,0,0,2,2,1,0,0
446,7240,HERMANN CITY NATURAL GAS SYSTEM,Municipal Owned,MO,6,3,1,0,4,6,5,3,3,6,7
447,7242,HERMAN OIL & GAS CO INC,Privately Owned,PA,0,0,0,0,0,0,0,0,1,0,1
448,7245,"HESSTON, CITY OF",Municipal Owned,KS,0,0,0,0,0,0,0,0,0,0,0
449,7250,HIBBING PUBLIC UTILITIES COMM,Municipal Owned,MN,0,0,0,0,0,0,0,0,0,0,0
450,7255,"HICKMAN GAS DEPT, CITY OF",Municipal Owned,KY,0,0,0,0,0,0,0,0,0,0,0
451,7300,"HOGANSVILLE GAS SYSTEM, CITY OF",Municipal Owned,GA,1,0,0,0,0,4,0,1,4,0,0
452,7310,"HOHENWALD NATURAL GAS SYSTEM, CITY OF",Municipal Owned,TN,0,0,0,0,0,0,8,4,0,0,24
453,7325,HOLLY SPRINGS MUNICIPAL GAS,Municipal Owned,MS,9,10,17,1,16,8,2,9,8,6,1
454,7330,"HOLYOKE GAS & ELECTRIC DEPT, CITY OF",Municipal Owned,MA,24,39,25,37,33,39,32,44,22,39,26
455,7348,DOMINION ENERGY WEST VIRGINIA,Investor Owned,WV,361,437,440,545,395,440,482,351,463,332,297
456,7360,"HORNBECK GAS DEPT, CITY OF",Municipal Owned,LA,0,0,0,0,0,0,0,0,0,0,0
457,7365,HORTON HIGHWAY UTILITY DISTRICT,Municipal Owned,TN,0,0,0,0,0,0,0,0,1,2,4
458,7610,HOWARD MUNICIPAL GAS SYSTEM,Municipal Owned,KS,0,6,0,6,0,0,0,0,0,0,0
459,7637,HULBERT PUBLIC WORKS AUTH,Municipal Owned,OK,0,2,7,0,12,7,2,2,3,1,1
460,7645,HUMBOLDT CITY GAS DEPT,Municipal Owned,KS,11,3,8,0,0,8,8,9,12,0,5
461,7650,HUMBOLDT UTILITIES - GAS DEPT,Municipal Owned,TN,16,18,28,23,9,6,9,11,16,7,5
462,7655,HUMPHREYS COUNTY UTILITY DISTRICT,Municipal Owned,TN,43,35,27,12,21,29,49,60,51,64,56
463,7670,"HUNTINGBURG GAS SYSTEM, CITY OF",Municipal Owned,IN,0,0,0,0,0,0,0,0,4,4,0
464,7680,"HUNTINGTON GAS CO, CITY OF",Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
465,7685,HUNTSVILLE GAS SYSTEM,Municipal Owned,AL,0,110,116,137,123,181,219,212,219,218,158
466,7695,HUTCHINSON UTILITIES COMMISSION,Municipal Owned,MN,2,2,2,3,1,1,2,3,4,4,3
467,7700,"HUXLEY, CITY OF",Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
468,8010,IBERVILLE PARISH NATURAL GAS SYSTEM,Municipal Owned,LA,0,0,0,0,0,1,7,14,13,11,17
469,8020,IGNACIO MUNICIPAL GAS,Municipal Owned,CO,0,0,0,0,1,0,0,0,0,0,0
470,8030,ILLINOIS GAS CO,Privately Owned,IL,6,4,11,12,12,8,12,14,13,8,14
471,8070,INDIANA GAS CO INC,Investor Owned,IN,1313,1396,1398,1285,1318,1422,1329,1390,1315,1208,1124
472,8080,INDIANA NATURAL GAS CORP,Investor Owned,IN,40,47,30,12,17,19,23,18,13,20,14
