,Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
237,2800,CORNING NATURAL GAS CORP,Investor Owned,NY,151,258,263,245,251,394,293,184,119,266,101
238,2804,"CORONA GAS SYSTEM, VILLAGE OF",Municipal Owned,NM,0,0,0,0,0,0,0,0,0,0,0
239,2812,"CORPUS CHRISTI, CITY OF - GAS DIV",Municipal Owned,TX,952,1004,824,684,756,780,622,611,500,571,680
240,2824,COTULLA MUNICIPAL GAS SYSTEM,Municipal Owned,TX,6,11,0,9,12,10,10,5,0,6,5
241,2853,"COVINGTON GAS DEPT, CITY OF",Municipal Owned,TN,2,14,0,24,5,8,1,10,6,15,7
242,2856,"COVINGTON GAS DEPT, TOWN OF",Municipal Owned,OK,3,7,0,0,0,0,0,0,0,0,0
243,2860,"COVINGTON MUNICIPAL GAS SYSTEM, CITY OF",Municipal Owned,GA,11,6,2,2,19,14,5,24,6,3,15
244,2872,CRESCENT CITY NATURAL GAS,Municipal Owned,FL,115,72,91,33,37,22,31,20,37,40,54
245,2880,CROCKETT PUBLIC UTIL DIST,Municipal Owned,TN,0,1,0,0,9,7,23,12,7,2,1
246,2888,"CROSSVILLE GAS SYSTEM, VILLAGE OF",Municipal Owned,IL,0,0,0,0,1,0,0,1,0,0,0
247,2904,CULLMAN - JEFFERSON CO GAS DIST,Municipal Owned,AL,75,98,70,70,63,81,71,67,96,83,93
248,2915,"CUSHING, CITY OF",Municipal Owned,TX,0,0,0,52,21,4,1,4,4,1,0
249,2928,"CUTHBERT GAS SYSTEM, CITY OF",Municipal Owned,GA,3,7,35,0,0,0,0,0,0,0,0
250,3010,D B H GAS CO,Investor Owned,TX,1,7,0,0,1,0,1,1,3,1,3
251,3050,DADEVILLE WATER SUPPPLY & GAS BOARD,Municipal Owned,AL,5,2,3,5,3,2,0,0,1,0,1
252,3060,DAHLGREN GAS SYSTEM,Municipal Owned,IL,0,0,0,0,0,1,1,0,0,2,0
253,3070,DAISETTA WATER & GAS DEPT,Municipal Owned,TX,2,3,0,2,1,1,0,0,1,1,1
254,3090,DALTON WATER LIGHT & SINKING FUND COMMISSION,Municipal Owned,GA,38,46,209,162,104,93,73,40,47,71,44
255,3110,"DANVILLE, CITY OF",Municipal Owned,VA,311,278,235,189,349,339,252,109,192,143,149
256,3130,"DAPHNE UTILITY DEPT, CITY OF",Municipal Owned,AL,70,142,46,122,71,22,37,91,23,21,16
257,3160,"DAWSON GAS DEPT, CITY OF",Municipal Owned,GA,71,48,0,41,24,0,0,0,2,0,0
258,3183,DECATUR UTILITIES - GAS DEPARTMENT,Municipal Owned,AL,111,84,95,94,87,95,111,110,120,108,110
259,3188,DECATUR COUNTY INDUSTRIAL AIRPARK,Municipal Owned,GA,6,4,3,0,0,0,0,0,0,0,0
260,3190,"DEFUNIAK SPRINGS NATURAL GAS SYSTEM, CITY OF",Municipal Owned,FL,11,6,21,17,16,8,8,13,19,13,11
261,3200,DEKALB - CHEROKEE COUNTIES GAS DISTRICT,Municipal Owned,AL,33,41,44,25,29,24,38,28,35,42,28
262,3210,"DEL RIO GAS SYSTEM, CITY OF",Municipal Owned,TX,30,13,12,11,10,13,15,8,8,7,10
263,3220,"DELCAMBRE GAS DEPT, TOWN OF",Municipal Owned,LA,0,0,7,5,12,7,8,0,0,9,0
264,3240,DELMARVA POWER & LIGHT COMPANY,Investor Owned,DE,586,572,577,559,753,619,573,638,621,616,652
265,3260,DELTA NATURAL GAS CO INC,Privately Owned,KY,601,491,377,336,415,425,371,370,308,213,310
266,3280,DEMING GAS SYSTEM,Municipal Owned,NM,59,15,4,3,16,39,11,20,86,141,27
267,3295,"DENHAM SPRINGS GAS DEPT, CITY OF",Municipal Owned,LA,29,48,25,97,123,125,49,42,62,43,34
268,3297,"DENISON GAS SYSTEMS, CITY OF",Municipal Owned,KS,1,0,0,0,0,0,0,0,0,0,0
269,3310,DENVER CITY GAS SYSTEM,Municipal Owned,TX,9,0,8,7,13,9,11,13,4,13,8
270,3325,DEQUINCY GAS DEPARTMENT,Municipal Owned,LA,0,0,0,4,3,10,4,5,2,3,2
271,3330,DES ARC MUNICIPAL GAS CO,Municipal Owned,AR,3,0,5,4,2,6,0,2,21,11,8
272,3339,DEVALLS BLUFF GAS SYSTEM,Municipal Owned,AR,0,0,0,0,9,5,4,5,11,10,6
273,3410,"DILLEY GAS SYSTEM, CITY OF",Municipal Owned,TX,3,6,0,0,0,0,0,0,0,1,0
274,3420,"DIVERNON GAS DEPT, VILLAGE OF",Municipal Owned,IL,2,0,1,0,0,2,0,7,2,11,2
275,3460,"DOERUN, CITY OF",Municipal Owned,GA,34,0,7,0,0,0,0,0,0,0,0
276,3470,"DONALDSONVILLE, CITY OF",Municipal Owned,LA,126,43,66,47,37,197,154,60,26,113,24
277,3480,"DONALSONVILLE GAS SYSTEM, CITY OF",Municipal Owned,GA,23,14,2,0,0,0,0,0,0,0,0
278,3490,"DORA GAS BOARD, TOWN OF",Municipal Owned,AL,8,14,18,16,24,18,21,30,15,9,2
279,3510,"DOUGLAS GAS DEPT, CITY OF",Municipal Owned,GA,48,9,3,1,0,1,4,0,2,8,3
280,3538,DRAKESBORO NATURAL GAS CO,Municipal Owned,KY,4,0,0,0,0,0,0,0,4,6,28
281,3550,DRUMRIGHT GAS AUTH,Municipal Owned,OK,9,7,7,32,0,6,5,1,0,0,1
282,3560,"DUBLIN, CITY OF",Municipal Owned,GA,17,29,13,14,17,15,19,10,9,8,16
283,3580,"DUCK HILL GAS SYSTEM, TOWN OF",Municipal Owned,MS,0,0,0,0,0,0,0,0,0,0,0
284,3590,CITY OF DULUTH PUBLIC WORKS & UTILITIES,Municipal Owned,MN,182,200,172,214,171,168,461,351,257,347,113
285,3600,"DUMAS, CITY OF",Municipal Owned,TX,3,49,17,16,9,0,10,16,16,20,10
286,3605,DUNCAN RURAL SERVICE CORP,Cooperative,AZ,10,4,3,4,4,5,2,1,2,5,3
287,3610,"DUNLAP GAS SYSTEM, CITY OF",Municipal Owned,TN,20,28,25,24,18,30,25,24,31,15,23
288,3630,"DUPO GAS SYSTEM, VILLAGE OF",Municipal Owned,IL,5,7,8,11,7,13,16,21,13,10,15
289,3660,DYERSBURG MUNICIPAL GAS DEPARTMENT,Municipal Owned,TN,16,86,18,26,24,17,28,33,41,31,40
290,4005,E M W GAS ASSOCIATION,Municipal Owned,NM,97,40,38,36,45,56,68,139,73,71,84
291,4040,EAST CENTRAL OKLAHOMA GAS AUTH,Municipal Owned,OK,5,3,4,6,3,6,5,10,3,6,4
292,4060,DOMINION ENERGY OHIO,Investor Owned,OH,22930,15891,13686,9787,8664,9627,11311,11384,9395,9311,7868
293,4120,EASTERN NEW MEXICO NATURAL GAS ASSOCIATION,Cooperative,NM,1,3,8,4,3,0,3,2,1,1,1
294,4190,EASTON UTILITIES COMMISSION,Municipal Owned,MD,220,214,33,7,3,8,7,6,8,7,5
295,4200,"EATONTON, CITY OF",Municipal Owned,GA,13,8,18,7,14,14,8,14,11,7,7
296,4240,EDINBURG GAS SYSTEM,Municipal Owned,IL,6,3,0,5,0,0,2,0,0,1,1
297,4250,"EDISON GAS SYSTEM, CITY OF",Municipal Owned,GA,10,14,2,1,0,0,0,0,0,0,0
298,4260,EDMONTON GAS CO,Municipal Owned,KY,8,8,0,3,7,4,9,4,4,3,2
299,4272,ELDORADO MUNICIPAL SYSTEM,Municipal Owned,TX,0,0,0,0,0,0,0,0,4,0,0
300,4310,ELBERTON NATURAL GAS SYSTEM,Municipal Owned,GA,32,58,70,40,24,23,36,8,4,12,0
301,4341,"ELIZABETH, TOWN OF",Municipal Owned,LA,3,0,0,0,4,2,5,3,3,1,6
302,4350,ELIZABETHTOWN GAS CO,Investor Owned,PA,0,0,0,0,0,0,0,0,0,0,0
303,4360,ELIZABETHTOWN NATURAL GAS,Municipal Owned,KY,0,156,41,98,11,1,0,37,40,19,29
304,4370,ELK RIVER PUBLIC UTIL DIST,Cooperative,TN,47,75,68,68,73,65,87,89,88,79,103
305,4376,ELKTON GAS,Investor Owned,MD,28,12,6,43,44,40,21,19,28,30,144
306,4400,"ELLENSBURG GAS DEPT, CITY OF",Municipal Owned,WA,15,0,10,4,7,9,11,13,10,22,15
307,4440,EMMETSBURG MUNICIPAL UTILITIES,Municipal Owned,IA,4,1,0,0,5,5,2,0,2,2,3
308,4470,"ENFIELD GAS DEPT, VILLAGE OF",Municipal Owned,IL,0,1,0,7,6,13,11,5,10,8,9
309,4473,ATMOS ENERGY CORPORATION - WEST TEXAS,Investor Owned,TX,2200,1472,1339,1084,1146,1192,1996,2008,2826,4502,4192
310,4475,"PENSACOLA, ENERGY SERVICES OF",Municipal Owned,FL,490,567,458,402,817,894,1098,1297,899,721,653
311,4480,"ENGLEWOOD GAS DEPT, TOWN OF",Municipal Owned,TN,0,5,5,18,4,13,4,3,0,6,4
312,4483,ENSTAR NATURAL GAS CO,Privately Owned,AK,443,513,433,384,400,359,347,366,295,272,305
313,4499,CENTERPOINT ENERGY RESOURCES CORPORATION,Investor Owned,TX,20682,35265,24071,19375,20295,25167,27531,32602,30828,32904,31270
314,4500,"ENUMCLAW GAS DEPT, CITY OF",Municipal Owned,WA,16,20,22,21,22,13,12,18,22,14,33
315,4507,"EQUALITY, VILLAGE OF",Municipal Owned,IL,3,5,11,1,2,1,1,1,3,8,1
316,4540,ESKRIDGE GAS SYSTEM,Municipal Owned,KS,2,0,0,0,0,0,0,1,1,1,1
317,4567,ETOWAH UTILITIES,Municipal Owned,TN,3,1,4,3,6,2,2,9,0,3,3
318,4590,"EUNICE GAS DEPT, CITY OF",Municipal Owned,LA,0,19,10,0,8,17,16,29,25,14,16
319,4600,"EVANGELINE GAS CO, INC",Investor Owned,LA,38,33,63,59,48,44,47,32,39,51,82
320,5020,FAIRFAX PUBLIC WORKS AUTHORITY,Municipal Owned,OK,2,1,2,2,3,5,6,2,1,2,0
321,5030,FAIRFIELD MUNICIPAL GAS UTILITY,Municipal Owned,IL,17,24,11,10,18,26,13,11,13,38,31
322,5040,"FAIRHOPE GAS SYSTEM, CITY OF",Municipal Owned,AL,124,130,148,148,102,59,122,133,185,131,142
323,5055,FALFURRIAS UTILITY BOARD,Municipal Owned,TX,55,15,22,19,82,0,0,10,21,7,0
324,5057,FALLS CITY UTILITIES,Municipal Owned,NE,13,14,18,12,9,12,8,8,8,9,9
325,5090,"FAYETTE GAS BOARD, CITY OF",Municipal Owned,AL,27,11,44,5,14,7,13,9,28,43,11
326,5110,FAYETTEVILLE PUBLIC UTILITIES GAS DEPT.,Municipal Owned,TN,35,33,49,38,44,44,71,48,28,41,35
327,5160,FILLMORE GAS CO INC,Privately Owned,NY,3,1,4,3,5,3,2,2,2,1,4
328,5170,"FINDLAY GAS UTILITIES, VILLAGE OF",Municipal Owned,IL,2,0,0,1,1,0,0,0,0,0,0
329,5200,FITCHBURG GAS & ELECTRIC LIGHT CO,Investor Owned,MA,370,295,286,472,957,470,512,363,377,305,274
330,5210,FITZGERALD WATER LIGHT & BOND COMMISSION,Municipal Owned,GA,184,8,0,0,0,0,0,2,0,0,1
331,5220,FLAT ROCK GAS DEPT,Municipal Owned,IL,0,0,0,0,1,3,0,0,0,3,0
332,5230,FLEMINGSBURG UTILITIES SYSTEM,Municipal Owned,KY,26,29,21,19,9,13,14,17,21,14,16
333,5280,"FLORA MUNICIPAL GAS UTILITY, CITY OF",Municipal Owned,IL,7,17,3,4,8,52,31,31,18,12,18
334,5290,"FLORALA UTILITY BOARD, CITY OF",Municipal Owned,FL,4,5,17,3,2,2,0,0,0,0,0
335,5300,"FLORENCE GAS DEPT, CITY OF",Municipal Owned,AL,349,334,327,239,267,198,515,557,507,347,296
336,5330,FLORIDA PUBLIC UTILITIES CO,Investor Owned,FL,978,783,582,536,704,21,16,24,26,20,8
337,5340,"FOLEY UTILITY BOARD, CITY OF (RIVIERA UTIL)",Municipal Owned,AL,34,24,30,36,36,27,52,60,58,56,50
338,5350,FORAKER GAS CO,Privately Owned,OH,9,8,3,9,3,5,5,5,5,6,5
339,5360,FORD CITY UTILITIES GAS DEPT,Municipal Owned,KS,0,3,4,0,1,3,1,2,1,2,0
340,5370,FOREST HILL GAS SYSTEM,Municipal Owned,LA,9,1,2,0,3,5,3,3,9,2,8
341,5400,"FORT GAINES GAS SYSTEM, CITY OF",Municipal Owned,GA,3,1,0,3,3,8,1,7,5,1,4
342,5410,FORT HILL NATURAL GAS AUTH,Municipal Owned,SC,264,315,76,50,319,1140,1478,872,919,1067,1005
343,5440,"FORT MORGAN GAS DEPT, CITY OF",Municipal Owned,CO,5,4,29,9,7,9,6,8,5,1,3
344,5460,FORT PIERCE UTILITIES AUTH - GAS DEPT,Municipal Owned,FL,57,67,50,45,38,24,31,38,31,31,26
345,5470,"FORT STOCKTON MUNICIPAL SYSTEM, CITY OF",Municipal Owned,TX,14,37,20,14,12,59,11,18,5,8,8
346,5490,"FORT VALLEY GAS DEPARTMENT, CITY OF",Municipal Owned,GA,25,32,39,34,23,33,25,39,17,15,6
347,5510,FOUNTAIN INN NATURAL GAS SYSTEM,Municipal Owned,SC,70,18,152,29,18,12,31,46,62,26,33
348,5520,FOUNTAINTOWN GAS CO INC,Privately Owned,IN,170,31,17,16,27,17,13,39,13,12,13
349,5550,"FRANKLIN GAS DEPT, CITY OF",Municipal Owned,IL,2,5,1,6,2,2,4,6,8,5,4
350,5580,FRANNIE - DEAVER UTILITIES,Investor Owned,WY,16,1,2,2,0,2,0,6,2,0,1
351,5600,FREEDOM MUNICIPAL TRUST AUTHORITY,Municipal Owned,OK,4,8,0,4,2,0,0,15,2,4,10
352,5613,FREMONT DEPT OF UTIL - GAS DIV,Municipal Owned,NE,16,18,40,36,18,12,18,11,20,27,6
353,5640,FRIENDSHIP GAS DEPT,Municipal Owned,TN,5,3,4,2,2,15,10,7,17,4,9
354,5670,"FULTON, CITY OF",Municipal Owned,MO,10,11,16,11,15,6,11,11,21,12,10
355,5680,FULTON GAS SYSTEM,Municipal Owned,KY,9,0,6,16,15,8,9,6,5,8,11
356,5690,FULTON MUNICIPAL GAS SYSTEM,Municipal Owned,MS,6,7,4,18,7,7,10,7,2,7,3
357,5700,FULTONDALE GAS BOARD,Municipal Owned,AL,93,56,37,40,27,4,70,47,9,18,10
358,6030,GAINESVILLE REGIONAL UTIL GAS DEPT,Municipal Owned,FL,253,231,175,137,191,169,75,198,147,150,121
359,6035,"GALLAWAY GAS DEPT, CITY OF",Municipal Owned,TN,9,3,1,5,9,16,1,3,1,1,0
360,6040,GALLATIN NATURAL GAS SYSTEM,Municipal Owned,TN,26,78,149,39,142,81,78,96,61,77,56
361,6080,"GARDEN PLAIN GAS SYSTEM, CITY OF",Municipal Owned,KS,2,2,3,3,0,1,0,1,0,0,1
362,6100,"GARNETT MUNICIPAL SYSTEM, CITY OF",Municipal Owned,KS,7,19,9,10,6,4,3,4,4,3,1
363,6101,"GARRISON, CITY OF",Municipal Owned,TX,5,4,0,0,0,1,0,0,0,0,4
364,6110,"GARY, CITY OF",Municipal Owned,TX,32,33,25,23,23,24,28,41,37,20,20
365,6141,NEW MEXICO GAS COMPANY,Investor Owned,NM,925,678,1163,932,980,801,920,872,867,873,792
366,6219,"EAST BATON ROUGE PARISH, GAS UTIL DIST # 1 OF",Municipal Owned,LA,21,41,14,30,69,94,81,74,15,83,65
367,6225,"EAST FELICIANA PARISH, GAS UTIL DIST # 1 OF",Municipal Owned,LA,23,23,2,23,12,11,5,8,8,4,0
368,6226,"EAST FELICIANA PARISH, GAS UTIL DIST # 2 OF",Municipal Owned,LA,15,11,14,28,24,17,25,34,26,25,26
369,6232,"POINTE COUPEE PARISH, GAS UTIL DIST # 1 OF",Municipal Owned,LA,5,6,10,0,1,0,0,19,7,6,18
370,6233,"LIVINGSTON PARISH - A, GAS UTIL DIST # 1 OF",Municipal Owned,LA,17,9,13,9,16,2,9,13,11,10,17
371,6235,"VERNON PARISH, GAS UTIL DIST # 1 OF",Municipal Owned,LA,0,4,14,5,18,11,19,13,1,14,7
372,6239,"POINTE COUPEE PARISH, GAS UTIL DIST # 2 OF",Municipal Owned,LA,6,4,1,0,0,1,0,17,4,7,2
373,6240,"WASHINGTON PARISH, GAS UTIL DIST # 2 OF",Municipal Owned,LA,32,32,14,19,2,9,12,8,15,17,10
374,6241,"WEST FELICIANA PARISH, GAS UTIL DIST # 1 OF",Municipal Owned,LA,0,15,10,5,15,3,8,3,5,5,2
375,6243,HAWAII GAS,Investor Owned,HI,1123,593,1092,798,677,589,416,426,446,286,333
376,6270,GEARY UTILITIES AUTH,Municipal Owned,OK,40,68,49,80,26,2,2,2,9,11,10
377,6280,"GEFF MUNICIPAL GAS UTILITY, VILLAGE OF",Municipal Owned,IL,0,0,0,0,2,0,0,0,0,0,3
378,6320,GENEVA COUNTY GAS DIST,Municipal Owned,AL,6,3,12,7,2,1,2,3,7,6,7
379,6330,"GEORGE WEST, CITY OF",Municipal Owned,TX,4,7,12,5,8,0,0,0,0,1,10
380,6370,GIBSON COUNTY UTIL DIST,Municipal Owned,TN,241,90,57,127,185,275,426,246,275,247,185
381,6390,GILMORE CITY MUNICIPAL GAS SYSTEM INC,Municipal Owned,IA,0,0,0,0,2,1,0,0,0,0,0
382,6410,GLOSTER MUNICIPAL GAS SYSTEM,Municipal Owned,MS,3,9,13,16,11,6,2,17,7,10,8
383,6430,"GOLDSMITH GAS DEPT, CITY OF",Municipal Owned,TX,0,0,0,0,0,0,0,0,0,1,2
384,6440,"GONZALES GAS CO, TOWN OF",Municipal Owned,LA,11,14,15,25,24,43,25,34,18,24,34
385,6460,"GORDO WATER GAS & SEWER BOARD, TOWN OF",Municipal Owned,AL,5,3,5,6,7,0,5,9,5,6,2
386,6470,GRAETTINGER MUNICIPAL GAS SYSTEM,Municipal Owned,IA,1,1,1,1,0,0,0,0,0,0,0
387,6484,GRAHAM COUNTY UTIL INC,Cooperative,AZ,39,20,30,22,28,34,26,22,18,12,23
388,6490,"GRANBY GAS, CITY OF",Municipal Owned,MO,1,0,0,0,0,0,1,0,3,3,1
389,6500,GRAND COUTEAU MUNICIPAL SYSTEM,Municipal Owned,LA,0,3,3,8,3,2,6,4,4,2,1
390,6510,"GRAND ISLE, TOWN OF",Municipal Owned,LA,85,81,117,28,71,61,65,38,23,10,35
391,6540,GRANDFALLS UTILITY SYSTEM,Municipal Owned,TX,0,0,0,0,0,0,0,0,2,0,1
392,6550,"GRAND TOWER MUNICIPAL GAS SYSTEM, VILLAGE OF",Municipal Owned,IL,0,4,1,1,0,2,1,0,1,4,1
393,6560,GRANDVIEW MUNICIPAL GAS,Municipal Owned,IN,0,1,0,0,1,0,3,5,3,0,0
394,6570,"GRANITE, TOWN OF",Municipal Owned,OK,1,1,5,2,2,5,0,0,2,0,0
395,6590,GRANT CITY GAS CO,Municipal Owned,MO,0,0,0,0,0,0,0,0,0,0,1
396,6600,"GRANTVILLE GAS SYSTEM, CITY OF",Municipal Owned,GA,7,7,1,1,1,12,0,0,0,0,1
397,6620,"GRAYSON UTILITIES COMMISSION, CITY OF",Municipal Owned,KY,14,10,8,4,23,15,6,3,5,10,4
398,6630,GRAYSVILLE MUNICIPAL GAS SYSTEM,Municipal Owned,AL,145,100,155,96,290,199,70,66,166,140,132
399,6640,"GRAYVILLE GAS DEPT, CITY OF",Municipal Owned,IL,4,0,9,35,9,5,3,9,6,0,35
400,6690,GREAT PLAINS NATURAL GAS CO,Investor Owned,ND,29,23,30,17,6,23,15,20,53,8,15
401,6716,GREATER DICKSON GAS AUTHORITY,Municipal Owned,TN,52,37,84,77,55,59,84,52,228,209,190
402,6720,ATMOS ENERGY CORPORATION - COLORADO/KANSAS,Investor Owned,KS,1102,958,1286,813,874,916,721,1254,1525,1395,1295
403,6740,GREEN CITY MUNICIPAL NATURAL GAS SYSTEM,Municipal Owned,MO,0,0,3,0,0,0,0,0,0,0,1
404,6760,"GREENSBORO MUNICIPAL GAS SYSTEM, CITY OF",Municipal Owned,GA,10,6,7,2,6,25,16,0,0,16,3
405,6770,"GREENSBURG GAS & WATER, TOWN OF",Municipal Owned,LA,3,2,0,1,3,0,0,1,1,0,0
406,6780,"GREENUP, VILLAGE OF",Municipal Owned,IL,13,6,7,6,14,17,36,13,13,11,14
407,6790,GREENVILLE UTILITIES COMMISSION,Municipal Owned,NC,111,104,107,83,80,120,180,126,159,118,131
408,6810,GREENWOOD COMMISSION OF PUBLIC WORKS,Municipal Owned,SC,177,208,147,131,173,344,187,173,166,209,208
409,6820,GREER COMMISSION OF PUBLIC WORKS,Municipal Owned,SC,78,97,77,92,95,83,102,97,99,109,99
410,6830,GREY FOREST UTILITIES,Municipal Owned,TX,35,39,45,49,44,45,61,61,40,43,35
411,6840,"GUEYDAN MUNICIPAL PLANT, TOWN OF",Municipal Owned,LA,0,0,1,0,35,3,2,3,6,0,3
412,6850,"GULF BREEZE, CITY OF",Municipal Owned,FL,55,62,29,24,46,64,57,76,67,84,61
413,6864,"GRUVER, CITY OF",Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
414,6920,"ENTERGY LOUISIANA, LLC",Investor Owned,LA,621,827,538,718,708,904,971,782,772,666,608
415,6950,GUTHRIE CENTER MUNICIPAL UTILITIES,Municipal Owned,IA,0,1,0,1,1,0,0,0,0,1,1
416,6960,GUYMON MUNICIPAL GAS CO,Municipal Owned,OK,44,32,22,26,27,40,58,35,58,32,27
417,7020,"HALLOCK GAS DEPT, VILLAGE OF",Municipal Owned,MN,3,0,0,1,0,0,0,0,3,1,1
418,7025,"HALLS GAS DEPT, TOWN OF",Municipal Owned,TN,21,17,11,23,21,26,16,14,20,9,10
419,7030,"HALSTEAD GAS DEPT, CITY OF",Municipal Owned,KS,4,5,8,2,0,3,1,10,2,3,3
420,7040,"HAMILTON GAS DEPT, CITY OF",Municipal Owned,OH,204,226,141,146,153,126,325,109,83,62,55
421,7060,HARDEMAN - FAYETTE UTILITY DISTRICT,Cooperative,TN,10,2,10,15,17,5,12,15,19,45,40
422,7065,"HARDESTY MUNICIPAL SYSTEM, TOWN OF",Municipal Owned,OK,0,0,0,0,0,0,0,0,0,0,0
423,7075,HARDIN NATURAL GAS SYSTEM,Municipal Owned,KY,0,0,0,2,0,0,0,0,0,0,0
424,7077,HARDTNER CITY GAS DEPT,Municipal Owned,KS,2,0,1,3,0,2,0,0,0,0,0
425,7080,HARLAN MUNICIPAL UTILITIES,Municipal Owned,IA,2,3,4,0,4,1,1,3,3,0,0
426,7090,HARRIMAN UTILITIES BOARD,Municipal Owned,TN,63,40,64,40,46,37,31,54,44,18,43
427,7095,HARRISBURG WATER & GAS DIV,Municipal Owned,AR,17,15,17,17,26,15,25,7,21,19,23
428,7100,"HARRISONBURG, VILLAGE OF",Municipal Owned,LA,10,6,14,15,0,0,0,0,17,2,2
429,7110,HARTSELLE UTILITIES BOARD,Municipal Owned,AL,6,6,4,4,8,14,15,16,25,20,28
430,7120,HARTWELL GAS DEPT,Municipal Owned,GA,18,8,12,6,2,14,52,26,28,23,35
431,7125,HARVEYVILLE GAS DEPT,Municipal Owned,KS,6,0,1,0,1,1,1,1,3,0,1
432,7130,HASKELL PUBLIC WORKS AUTH,Municipal Owned,OK,26,11,26,31,12,3,5,0,0,2,0
433,7135,HASTINGS UTILITIES,Municipal Owned,NE,3,7,5,4,4,6,6,6,9,9,5
434,7155,"HAVANA, TOWN OF",Municipal Owned,FL,12,3,4,4,5,1,1,0,0,0,0
435,7165,"HAWARDEN GAS DEPT, CITY OF",Municipal Owned,IA,5,2,1,3,4,3,1,0,0,2,0
436,7170,HAWKINS COUNTY UTILITY DIST,Municipal Owned,TN,42,48,36,34,70,48,74,65,49,64,47
437,7175,"HAWKINSVILLE, CITY OF",Municipal Owned,GA,10,27,13,45,31,9,8,15,12,0,8
438,7180,HAWLEY UTILITIES COMM,Municipal Owned,MN,1,5,0,2,3,0,1,0,3,0,0
439,7185,"HAZARD GAS CO, CITY OF",Municipal Owned,KY,4,4,3,5,5,0,2,1,7,8,8
440,7190,HAZEN NATURAL GAS CO,Municipal Owned,AR,11,11,11,2,15,18,9,7,6,14,10
441,7205,"HEMPHILL MUNICIPLE SYSTEM, CITY OF",Municipal Owned,TX,5,5,2,0,2,1,3,1,0,1,0
442,7210,"HEMPSTEAD, CITY OF",Municipal Owned,TX,2,5,2,1,5,3,0,2,1,1,1
443,7215,"HENDERSON GAS DEPT, CITY OF",Municipal Owned,TN,9,14,22,39,53,8,40,53,9,4,5
444,7220,HENDERSON MUNICIPAL GAS,Municipal Owned,KY,96,201,72,77,55,43,80,71,47,56,51
445,7225,HENNING GAS DEPT,Municipal Owned,TN,20,20,6,1,4,0,4,3,2,2,0
446,7240,HERMANN CITY NATURAL GAS SYSTEM,Municipal Owned,MO,12,13,1,0,4,6,5,3,3,6,7
447,7242,HERMAN OIL & GAS CO INC,Privately Owned,PA,4,7,3,3,2,2,5,4,3,5,5
448,7245,"HESSTON, CITY OF",Municipal Owned,KS,1,0,0,0,0,0,0,5,1,0,0
449,7250,HIBBING PUBLIC UTILITIES COMM,Municipal Owned,MN,49,25,28,42,15,23,78,19,28,11,11
450,7255,"HICKMAN GAS DEPT, CITY OF",Municipal Owned,KY,15,12,10,5,5,5,2,3,0,0,0
451,7300,"HOGANSVILLE GAS SYSTEM, CITY OF",Municipal Owned,GA,3,0,0,0,0,5,0,5,4,0,0
452,7310,"HOHENWALD NATURAL GAS SYSTEM, CITY OF",Municipal Owned,TN,0,13,17,9,17,19,29,16,14,8,29
453,7325,HOLLY SPRINGS MUNICIPAL GAS,Municipal Owned,MS,15,15,24,10,21,8,14,14,14,6,1
454,7330,"HOLYOKE GAS & ELECTRIC DEPT, CITY OF",Municipal Owned,MA,62,87,120,65,105,197,286,244,208,227,245
455,7348,DOMINION ENERGY WEST VIRGINIA,Investor Owned,WV,2164,1716,2222,2208,2196,2777,1770,1791,1687,2158,1727
456,7360,"HORNBECK GAS DEPT, CITY OF",Municipal Owned,LA,8,3,9,6,2,1,0,0,0,0,2
457,7365,HORTON HIGHWAY UTILITY DISTRICT,Municipal Owned,TN,6,13,4,4,7,7,16,20,13,16,28
458,7610,HOWARD MUNICIPAL GAS SYSTEM,Municipal Owned,KS,0,11,4,6,1,3,10,0,3,0,10
459,7637,HULBERT PUBLIC WORKS AUTH,Municipal Owned,OK,18,4,16,21,5,12,6,7,5,3,1
460,7645,HUMBOLDT CITY GAS DEPT,Municipal Owned,KS,11,3,11,16,7,8,8,10,13,7,5
461,7650,HUMBOLDT UTILITIES - GAS DEPT,Municipal Owned,TN,70,30,63,37,14,23,48,49,48,36,35
462,7655,HUMPHREYS COUNTY UTILITY DISTRICT,Municipal Owned,TN,64,37,82,73,118,77,115,135,128,163,100
463,7670,"HUNTINGBURG GAS SYSTEM, CITY OF",Municipal Owned,IN,1,14,8,4,1,4,5,7,17,17,3
464,7680,"HUNTINGTON GAS CO, CITY OF",Municipal Owned,TX,6,0,5,11,6,7,23,4,4,11,13
465,7685,HUNTSVILLE GAS SYSTEM,Municipal Owned,AL,240,155,174,277,173,269,271,260,279,266,167
466,7695,HUTCHINSON UTILITIES COMMISSION,Municipal Owned,MN,9,9,13,17,10,5,15,6,6,12,17
467,7700,"HUXLEY, CITY OF",Municipal Owned,TX,10,26,14,12,19,18,14,12,9,10,10
468,8010,IBERVILLE PARISH NATURAL GAS SYSTEM,Municipal Owned,LA,44,41,47,46,38,55,64,61,75,16,28
469,8020,IGNACIO MUNICIPAL GAS,Municipal Owned,CO,0,2,1,1,0,0,0,0,0,0,0
470,8030,ILLINOIS GAS CO,Privately Owned,IL,18,27,34,20,27,22,30,28,28,29,36
